?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/WBbt_0007262>	"post-embryonic cell of pedigree P7.aaa"	
<http://purl.obolibrary.org/obo/WBbt_0001760>	"nucleus of pedigree B.ppppp"	
<http://purl.obolibrary.org/obo/WBbt_0006057>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0001327>	"nucleus of pedigree ABplaaaapp"	
<http://purl.obolibrary.org/obo/WBbt_0003139>	"nucleus of pedigree V6L.pppa"	
<http://purl.obolibrary.org/obo/WBbt_0002850>	"nucleus of pedigree B_alpha.rd"	
<http://purl.obolibrary.org/obo/WBbt_0003207>	"nucleus of pedigree P2.aaaa"	
<http://purl.obolibrary.org/obo/WBbt_0002954>	"nucleus of pedigree V1R.papp"	
<http://purl.obolibrary.org/obo/WBbt_0008517>		
<http://purl.obolibrary.org/obo/WBbt_0004479>	"Left daughter cell of P5.ppa, fuses into hermaphrodite vulC syncytium."	
<http://purl.obolibrary.org/obo/WBbt_0005722>	"nucleus of pedigree Z4.aapppap(5L)"	
<http://purl.obolibrary.org/obo/WBbt_0007198>	"post-embryonic cell of pedigree M.vrpaaa"	
<http://purl.obolibrary.org/obo/WBbt_0002819>	"nucleus of pedigree SM3R.a"	
<http://purl.obolibrary.org/obo/WBbt_0007820>	"post-embryonic cell of pedigree P11.paa, only present in male animals."	
<http://purl.obolibrary.org/obo/WBbt_0002664>	"nucleus of pedigree V6R.papapapp"	
<http://purl.obolibrary.org/obo/WBbt_0007934>		
<http://purl.obolibrary.org/obo/WBbt_0005539>		
<http://purl.obolibrary.org/obo/WBbt_0001628>	"nucleus of pedigree H2R.aa"	
<http://purl.obolibrary.org/obo/WBbt_0003882>		
<http://purl.obolibrary.org/obo/WBbt_0001038>	"nucleus of pedigree ABalaapp"	
<http://purl.obolibrary.org/obo/WBbt_0002203>	"nucleus of pedigree M.vlpa"	
<http://purl.obolibrary.org/obo/WBbt_0007933>		
<http://purl.obolibrary.org/obo/WBbt_0003630>	"pharyngeal muscle syncytium cell, layer three, dorsal."	
<http://purl.obolibrary.org/obo/WBbt_0007058>	"post-embryonic cell of pedigree B.alpapa"	
<http://purl.obolibrary.org/obo/WBbt_0007411>	"post-embryonic cell of pedigree V2R.p"	
<http://purl.obolibrary.org/obo/WBbt_0005405>		
<http://purl.obolibrary.org/obo/WBbt_0005538>		
<http://purl.obolibrary.org/obo/WBbt_0007832>	"Small linear ridges running along the lateral lines of the cuticle, lengthwise along the body; these thickenings lie in register with the seam cells which likely produce them and are present in the cuticle of the L1, dauer and adult stages, but not in other larval stages. The alae are suspected to provide better traction when the animal generates a bodywave. Since the animal usually lies on its side, the alae are in perfect position to catch against the substrate."	
<http://purl.obolibrary.org/obo/WBbt_0007935>		
<http://purl.obolibrary.org/obo/WBbt_0003750>		
<http://purl.obolibrary.org/obo/WBbt_0006537>	"Embryonic cell of pedigree Cappppd."	
<http://purl.obolibrary.org/obo/WBbt_0001267>	"nucleus of pedigree ABarpaaaaa"	
<http://purl.obolibrary.org/obo/WBbt_0003549>	"nucleus of pedigree Z4.apapapaa"	
<http://purl.obolibrary.org/obo/WBbt_0004043>	"Post-embryonic cell of pedigree V5R.pppppapp, male sensory rays, structural cell."	
<http://purl.obolibrary.org/obo/WBbt_0003483>	"nucleus of pedigree Z4.aaappv(5R)"	
<http://purl.obolibrary.org/obo/WBbt_0002429>	"nucleus of pedigree MSppppa"	
<http://purl.obolibrary.org/obo/WBbt_0001678>	"nucleus of pedigree ABpraaapppaa"	
<http://purl.obolibrary.org/obo/WBbt_0001281>	"nucleus of pedigree ABarpapaa"	
<http://purl.obolibrary.org/obo/WBbt_0007156>	"post-embryonic cell of pedigree H2R.a"	
<http://purl.obolibrary.org/obo/WBbt_0002535>	"nucleus of pedigree P7.pa"	
<http://purl.obolibrary.org/obo/WBbt_0003138>	"nucleus of pedigree V6L.ppp"	
<http://purl.obolibrary.org/obo/WBbt_0007609>	"post-embryonic cell of pedigree Z1.papaa"	
<http://purl.obolibrary.org/obo/WBbt_0002367>	"nucleus of pedigree MSp"	
<http://purl.obolibrary.org/obo/WBbt_0003880>		
<http://purl.obolibrary.org/obo/WBbt_0007936>		
<http://purl.obolibrary.org/obo/WBbt_0004069>	"Dorsal uterus; cell of pedigree Z4.apapapap, a precursor of posterior ut3."	
<http://purl.obolibrary.org/obo/WBbt_0001144>	"nucleus of pedigree ABalppaapp"	
<http://purl.obolibrary.org/obo/WBbt_0001426>	"nucleus of pedigree ABplppaaa"	
<http://purl.obolibrary.org/obo/WBbt_0001923>	"nucleus of pedigree Dappa"	
<http://purl.obolibrary.org/obo/WBbt_0007207>	"post-embryonic cell of pedigree P1.aa"	
<http://purl.obolibrary.org/obo/WBbt_0003324>	"nucleus of pedigree Z1.paaap"	
<http://purl.obolibrary.org/obo/WBbt_0006048>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0008303>	"post-embryonic cell of pedigree Z4.aap in hermaphrodite that will follow the 5R configuration of development."	
<http://purl.obolibrary.org/obo/WBbt_0001227>	"nucleus of pedigree ABarapaapa"	
<http://purl.obolibrary.org/obo/WBbt_0005180>		
<http://purl.obolibrary.org/obo/WBbt_0006901>	"epithelial sheath cell at distal end of the anterior gonad arm, no muscle fibers, of hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0006920>	"sensillum in the head, each with a CEP receptor neuron."	
<http://purl.obolibrary.org/obo/WBbt_0008035>		
<http://purl.obolibrary.org/obo/WBbt_0002808>	"nucleus of pedigree SM2R.pp"	
<http://purl.obolibrary.org/obo/WBbt_0003881>		
<http://purl.obolibrary.org/obo/WBbt_0007937>		
<http://purl.obolibrary.org/obo/WBbt_0005407>		
<http://purl.obolibrary.org/obo/WBbt_0001707>	"nucleus of pedigree QR.paa"	
<http://purl.obolibrary.org/obo/WBbt_0004097>	"Dorsal uterus; cell of pedigree Z1.pappapap, a precursor of posterior ut3."	
<http://purl.obolibrary.org/obo/WBbt_0007767>	"post-embryonic cell of pedigree Z4.apapa"	
<http://purl.obolibrary.org/obo/WBbt_0007230>	"post-embryonic cell of pedigree P12.aa"	
<http://purl.obolibrary.org/obo/WBbt_0004770>	"Postembryonic seam hypodermal cells, make alae; of pedigree H2R.pppp"	
<http://purl.obolibrary.org/obo/WBbt_0008390>	"body wall muscle cell on the ventral side of animal."	
<http://purl.obolibrary.org/obo/WBbt_0008405>	"Neuron class of two male-specific sensory ray neurons type B of ray nine."	
<http://purl.obolibrary.org/obo/WBbt_0002068>	"nucleus of pedigree H2L.pp"	
<http://purl.obolibrary.org/obo/WBbt_0007539>	"post-embryonic cell of pedigree V6R.papppaap"	
<http://purl.obolibrary.org/obo/WBbt_0007269>	"post-embryonic cell of pedigree P8.ap"	
<http://purl.obolibrary.org/obo/WBbt_0002260>	"nucleus of pedigree MSpaaaapa"	
<http://purl.obolibrary.org/obo/WBbt_0001951>	"nucleus of pedigree ABplppapapp"	
<http://purl.obolibrary.org/obo/WBbt_0003769>	"Ventral uterus; cell of pedigree Z4.aapapv (5L), utse precursor."	
<http://purl.obolibrary.org/obo/WBbt_0007547>	"post-embryonic cell of pedigree V6R.pppapaa"	
<http://purl.obolibrary.org/obo/WBbt_0001237>	"nucleus of pedigree ABarapapp"	
<http://purl.obolibrary.org/obo/WBbt_0004153>	"Posterior daughter cell of P3.p, fuses into postembryonic large hypodermal syncytium in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0007179>	"post-embryonic cell of pedigree M.vla"	
<http://purl.obolibrary.org/obo/WBbt_0004496>	"Anterior epithelial sheath cell of proximal arms, have muscle fibers, of pedigree Z1.appaap."	
<http://purl.obolibrary.org/obo/WBbt_0003252>	"nucleus of pedigree W.a"	
<http://purl.obolibrary.org/obo/WBbt_0002049>	"nucleus of pedigree H1L.apa"	
<http://purl.obolibrary.org/obo/WBbt_0005401>		
<http://purl.obolibrary.org/obo/WBbt_0006378>	"Embryonic cell of pedigree Cppappa."	
<http://purl.obolibrary.org/obo/WBbt_0003134>	"nucleus of pedigree V6L.papppap"	
<http://purl.obolibrary.org/obo/WBbt_0005534>		
<http://purl.obolibrary.org/obo/WBbt_0002967>	"nucleus of pedigree V2L.pa"	
<http://purl.obolibrary.org/obo/WBbt_0002174>	"nucleus of pedigree Eprppp"	
<http://purl.obolibrary.org/obo/WBbt_0001430>	"nucleus of pedigree ABplppaaap"	
<http://purl.obolibrary.org/obo/WBbt_0005799>		
<http://purl.obolibrary.org/obo/WBbt_0008448>	"Embryonic cell that has the developmental potential to generate a germ cell."	
<http://purl.obolibrary.org/obo/WBbt_0007344>	"post-embryonic cell of pedigree SM3L.pa"	
<http://purl.obolibrary.org/obo/WBbt_0008604>	"Male-specific blast cell which divides to product muscle cell."	
<http://purl.obolibrary.org/obo/WBbt_0008364>	"cell of pedigree Z1.paa in male."	
<http://purl.obolibrary.org/obo/WBbt_0006661>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0003119>	"nucleus of pedigree V6L.pap"	
<http://purl.obolibrary.org/obo/WBbt_0006855>	"Neuron class of two neurons with cell bodies situated in the lumbar ganglion."	
<http://purl.obolibrary.org/obo/WBbt_0003739>	"fourth pharyngeal muscle cell layer"	
<http://purl.obolibrary.org/obo/WBbt_0005715>	"nucleus of pedigree Z4.aappap(5L)"	
<http://purl.obolibrary.org/obo/WBbt_0005533>		
<http://purl.obolibrary.org/obo/WBbt_0007930>		
<http://purl.obolibrary.org/obo/WBbt_0001854>	"nucleus of pedigree Cppapap"	
<http://purl.obolibrary.org/obo/WBbt_0001564>	"nucleus of pedigree ABprpaappp"	
<http://purl.obolibrary.org/obo/WBbt_0007097>		
<http://purl.obolibrary.org/obo/WBbt_0008225>	"Post-embryonic, binucleated int3D."	
<http://purl.obolibrary.org/obo/WBbt_0002141>	"nucleus of pedigree Epraa"	
<http://purl.obolibrary.org/obo/WBbt_0001953>	"nucleus of pedigree ABplpppaaap"	
<http://purl.obolibrary.org/obo/WBbt_0005404>		
<http://purl.obolibrary.org/obo/WBbt_0005537>		
<http://purl.obolibrary.org/obo/WBbt_0007928>	"nucleus of pedigree TR.appapaap"	
<http://purl.obolibrary.org/obo/WBbt_0007760>	"Post-embryonic cell of pedigree Z4.apaaaa."	
<http://purl.obolibrary.org/obo/WBbt_0001956>	"nucleus of pedigree ABplpppaaaa"	
<http://purl.obolibrary.org/obo/WBbt_0004026>	"Post-embryonic cell of pedigree V6L.pppapapp, male sensory rays, structural cell."	
<http://purl.obolibrary.org/obo/WBbt_0007611>	"Post-embryonic cell of pedigree Z1.papaap."	
<http://purl.obolibrary.org/obo/WBbt_0008625>	"AMsoR cell in male prior to cell division in L4."	
<http://purl.obolibrary.org/obo/WBbt_0002374>	"nucleus of pedigree MSpaaaap"	
<http://purl.obolibrary.org/obo/WBbt_0007931>		
<http://purl.obolibrary.org/obo/WBbt_0004811>	"Cell of male proctodeum, post-embryonic pedigree B.pap."	
<http://purl.obolibrary.org/obo/WBbt_0007098>		
<http://purl.obolibrary.org/obo/WBbt_0004453>	"Right daughter cell of P6.pap, fuses into hermaphrodite vulF syncytium."	
<http://purl.obolibrary.org/obo/WBbt_0005536>		
<http://purl.obolibrary.org/obo/WBbt_0004228>	"Anterior daughter cell of TL.a, fuses into postembryonic large hypodermal syncytium in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0007932>		
<http://purl.obolibrary.org/obo/WBbt_0005402>		
<http://purl.obolibrary.org/obo/WBbt_0002782>	"nucleus of pedigree SM1R.ppa"	
<http://purl.obolibrary.org/obo/WBbt_0005535>		
<http://purl.obolibrary.org/obo/WBbt_0007222>	"post-embryonic cell of pedigree P10.ppa"	
<http://purl.obolibrary.org/obo/WBbt_0003404>	"nucleus of pedigree Z1.papppav"	
<http://purl.obolibrary.org/obo/WBbt_0002129>	"nucleus of pedigree Ealaad"	
<http://purl.obolibrary.org/obo/WBbt_0004367>	"Neuron class of one male-specific interneuron, cell body in preanal ganglion."	
<http://purl.obolibrary.org/obo/WBbt_0007064>	"post-embryonic cell of pedigree B.arapaav"	
<http://purl.obolibrary.org/obo/WBbt_0001582>	"nucleus of pedigree ABprpp"	
<http://purl.obolibrary.org/obo/WBbt_0001643>	"nucleus of pedigree ABplpapaaap"	
<http://purl.obolibrary.org/obo/WBbt_0001724>	"nucleus of pedigree B.alapapa"	
<http://purl.obolibrary.org/obo/WBbt_0004769>	"Postembryonic seam hypodermal cells, make alae; of pedigree V1L.pappp."	
<http://purl.obolibrary.org/obo/WBbt_0002601>	"nucleus of pedigree V5L.papp"	
<http://purl.obolibrary.org/obo/WBbt_0006664>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006531>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002059>	"nucleus of pedigree H1R.app"	
<http://purl.obolibrary.org/obo/WBbt_0008112>	"descendent cell of post-embryonic blast cell P3, posterior in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0004737>	"Inner labial neuron"	
<http://purl.obolibrary.org/obo/WBbt_0003758>		
<http://purl.obolibrary.org/obo/WBbt_0006942>	"male sensory organ, most anterior."	
<http://purl.obolibrary.org/obo/WBbt_0003420>	"nucleus of pedigree Z1.ppaapaa(5L)"	
<http://purl.obolibrary.org/obo/WBbt_0005186>		
<http://purl.obolibrary.org/obo/WBbt_0001250>	"nucleus of pedigree ABarappapap"	
<http://purl.obolibrary.org/obo/WBbt_0004959>	"Sheath of male copulatory spicule"	
<http://purl.obolibrary.org/obo/WBbt_0005805>	"sphincter muscle of male cloaca."	
<http://purl.obolibrary.org/obo/WBbt_0005842>	"Neuron class of two interneurons with cell bodies situated in the lateral ganglia adjacent to the neuropile of the nerve ring."	
<http://purl.obolibrary.org/obo/WBbt_0006532>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0001321>	"nucleus of pedigree ABplaaaaaap"	
<http://purl.obolibrary.org/obo/WBbt_0006665>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0003759>		
<http://purl.obolibrary.org/obo/WBbt_0002993>	"nucleus of pedigree V2R.ppp"	
<http://purl.obolibrary.org/obo/WBbt_0005719>	"nucleus of pedigree Z4.aappapa(5L)"	
<http://purl.obolibrary.org/obo/WBbt_0002312>	"nucleus of pedigree MSaaaappa"	
<http://purl.obolibrary.org/obo/WBbt_0003335>	"nucleus of pedigree Z1.paapp in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0002140>	"nucleus of pedigree E.alapp"	
<http://purl.obolibrary.org/obo/WBbt_0005185>		
<http://purl.obolibrary.org/obo/WBbt_0002473>	"nucleus of pedigree P2.p"	
<http://purl.obolibrary.org/obo/WBbt_0004938>	"Cephalic neurons, contain dopamine"	
<http://purl.obolibrary.org/obo/WBbt_0007602>	"post-embryonic cell of pedigree Z1.paappaaa"	
<http://purl.obolibrary.org/obo/WBbt_0005188>		
<http://purl.obolibrary.org/obo/WBbt_0003013>	"nucleus of pedigree V3L.ppppa"	
<http://purl.obolibrary.org/obo/WBbt_0003756>		
<http://purl.obolibrary.org/obo/WBbt_0002932>	"nucleus of pedigree V1L.p"	
<http://purl.obolibrary.org/obo/WBbt_0006662>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002886>	"nucleus of pedigree TL.ppp"	
<http://purl.obolibrary.org/obo/WBbt_0001931>	"nucleus of pedigree Dpaa"	
<http://purl.obolibrary.org/obo/WBbt_0008640>	"Nucleus of pedigree Z4.appaaaa in male."	
<http://purl.obolibrary.org/obo/WBbt_0003179>	"nucleus of pedigree V6R.papppaap"	
<http://purl.obolibrary.org/obo/WBbt_0007365>	"post-embryonic cell of pedigree TL.appaaa"	
<http://purl.obolibrary.org/obo/WBbt_0003106>	"nucleus of pedigree V5R.pppp"	
<http://purl.obolibrary.org/obo/WBbt_0008209>	"cell of male gonad."	
<http://purl.obolibrary.org/obo/WBbt_0004251>	"Anterior daughter cell of V4R.pppp, fuses into postembryonic large hypodermal syncytium hyp7."	
<http://purl.obolibrary.org/obo/WBbt_0006530>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006663>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0003757>		
<http://purl.obolibrary.org/obo/WBbt_0005187>		
<http://purl.obolibrary.org/obo/WBbt_0007849>	"Multi-cellular organism that can produce both male and female gametes."	"CARO:0000029"
<http://purl.obolibrary.org/obo/WBbt_0007730>	"post-embryonic cell of pedigree Z4.aap[p/r]p[a/l]p"	
<http://purl.obolibrary.org/obo/WBbt_0002342>	"nucleus of pedigree MSapaaa"	
<http://purl.obolibrary.org/obo/WBbt_0001098>	"nucleus of pedigree ABalpaaaaa"	
<http://purl.obolibrary.org/obo/WBbt_0002855>	"nucleus of pedigree B_beta.rda"	
<http://purl.obolibrary.org/obo/WBbt_0004738>	"Inner labial neuron"	
<http://purl.obolibrary.org/obo/WBbt_0008406>	"sheath cell of the cephalic sensilla."	
<http://purl.obolibrary.org/obo/WBbt_0001036>	"nucleus of pedigree ABalaapapp"	
<http://purl.obolibrary.org/obo/WBbt_0008499>	"Post-embryonic cell of pedigree P6.aap in male."	
<http://purl.obolibrary.org/obo/WBbt_0008036>		
<http://purl.obolibrary.org/obo/WBbt_0006669>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0008306>	"post-embryonic cell of pedigree Z1.ppp in hermaphrodite that will follow the 5L configuration of development."	
<http://purl.obolibrary.org/obo/WBbt_0003091>	"nucleus of pedigree V5R.a"	
<http://purl.obolibrary.org/obo/WBbt_0001859>	"nucleus of pedigree Cpppa"	
<http://purl.obolibrary.org/obo/WBbt_0003753>		
<http://purl.obolibrary.org/obo/WBbt_0002089>	"nucleus of pedigree ABprapppappa"	
<http://purl.obolibrary.org/obo/WBbt_0003137>	"nucleus of pedigree V6L.ppa"	
<http://purl.obolibrary.org/obo/WBbt_0007938>		
<http://purl.obolibrary.org/obo/WBbt_0007613>	"post-embryonic cell of pedigree Z1.papap"	
<http://purl.obolibrary.org/obo/WBbt_0006402>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006668>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007721>	"post-embryonic cell of pedigree Z4.aap[p/r]aa"	
<http://purl.obolibrary.org/obo/WBbt_0004587>	"Ventral cord motor neuron, innervates ventral body muscles, probably reciprocal inhibitor"	
<http://purl.obolibrary.org/obo/WBbt_0005182>		
<http://purl.obolibrary.org/obo/WBbt_0001294>	"nucleus of pedigree ABarpp"	
<http://purl.obolibrary.org/obo/WBbt_0002917>	"nucleus of pedigree U.rp"	
<http://purl.obolibrary.org/obo/WBbt_0005730>	"lies within the body wall, in close relation to nervous system and excretory system."	"WB:rynl"
<http://purl.obolibrary.org/obo/WBbt_0004937>	"Cephalic neurons, contain dopamine"	
<http://purl.obolibrary.org/obo/WBbt_0008037>		
<http://purl.obolibrary.org/obo/WBbt_0004188>	"Anterior spermathecae; cell of pedigree Z1.paappapap."	"WB:rynl"
<http://purl.obolibrary.org/obo/WBbt_0008090>	"nucleus of pedigree V6L.pppa in male."	
<http://purl.obolibrary.org/obo/WBbt_0002799>	"nucleus of pedigree SM2R.aaa"	
<http://purl.obolibrary.org/obo/WBbt_0007939>		
<http://purl.obolibrary.org/obo/WBbt_0003511>	"nucleus of pedigree Z4.aap[p/r]p[p/r]a(5R)"	
<http://purl.obolibrary.org/obo/WBbt_0002131>	"nucleus of pedigree Ealaav"	
<http://purl.obolibrary.org/obo/WBbt_0003755>		
<http://purl.obolibrary.org/obo/WBbt_0007888>	"nucleus of pedigree P6, post-embryonic"	
<http://purl.obolibrary.org/obo/WBbt_0002726>	"nucleus of pedigree ABarapppaaa"	
<http://purl.obolibrary.org/obo/WBbt_0006536>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007405>	"post-embryonic cell of pedigree V2L.pa"	
<http://purl.obolibrary.org/obo/WBbt_0003526>	"nucleus of pedigree Z4.apaapaaa"	
<http://purl.obolibrary.org/obo/WBbt_0006403>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007333>	"post-embryonic cell of pedigree SM2R.paa"	
<http://purl.obolibrary.org/obo/WBbt_0003268>	"nucleus of pedigree Y.plpp"	
<http://purl.obolibrary.org/obo/WBbt_0005181>		
<http://purl.obolibrary.org/obo/WBbt_0007148>	"post-embryonic cell of pedigree H1L.app"	
<http://purl.obolibrary.org/obo/WBbt_0002796>	"nucleus of pedigree M.drpap"	
<http://purl.obolibrary.org/obo/WBbt_0001461>	"nucleus of pedigree ABpr"	
<http://purl.obolibrary.org/obo/WBbt_0006886>	"descendent cell of P10, anterior"	
<http://purl.obolibrary.org/obo/WBbt_0006877>	"descendent cell of P1, anterior"	
<http://purl.obolibrary.org/obo/WBbt_0001926>	"nucleus of pedigree Dappp"	
<http://purl.obolibrary.org/obo/WBbt_0003410>	"nucleus of pedigree Z1.ppaa(5L)"	
<http://purl.obolibrary.org/obo/WBbt_0008038>		
<http://purl.obolibrary.org/obo/WBbt_0002950>	"nucleus of pedigree V1R.pa"	
<http://purl.obolibrary.org/obo/WBbt_0007855>	"Two embryonic hypodermal cells (XXXL, XXXR) that may provide a scaffold for the early organization of ventral bodywall muscles and the various socket cells in the lateral and ventral lips. Their cell bodies soon crawl posteriorly, and their processes separate the amphid nerve from the mechanosensory nerves in the late embryo. The XXX processes later retract, and the XXX cell bodies remain in the ventrolateral bodywall near the cell bodies of the posterior arcade and some socket cells where they perform a neurohumoral function, as they retain short processes bordering the pseudocoelom and contain some secretory vesicles."	
<http://purl.obolibrary.org/obo/WBbt_0003751>		
<http://purl.obolibrary.org/obo/WBbt_0001320>	"nucleus of pedigree ABplaaaaaa"	
<http://purl.obolibrary.org/obo/WBbt_0008069>	"cell destined to become or fuse with multinuclear hyp7 hypodermal cell."	
<http://purl.obolibrary.org/obo/WBbt_0006400>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0004585>	"Ventral cord motor neuron, innervates ventral body muscles, probably reciprocal inhibitor"	
<http://purl.obolibrary.org/obo/WBbt_0002211>	"nucleus of pedigree M.vlpaaapp"	
<http://purl.obolibrary.org/obo/WBbt_0006533>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006666>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002048>	"nucleus of pedigree H1L.ap"	
<http://purl.obolibrary.org/obo/WBbt_0004104>	"Posterior lateral microtubule cell, touch receptor"	
<http://purl.obolibrary.org/obo/WBbt_0007314>	"Diagonal tail muscle cell of pedigree SM2L.aaa."	
<http://purl.obolibrary.org/obo/WBbt_0007240>	"post-embryonic cell of pedigree P3.aa"	
<http://purl.obolibrary.org/obo/WBbt_0005184>		
<http://purl.obolibrary.org/obo/WBbt_0003387>	"nucleus of pedigree Z1.pappaa"	
<http://purl.obolibrary.org/obo/WBbt_0004111>	"Dorsal uterus; cell of pedigree Z1.papapppa, a precursor of syncytium ut1."	
<http://purl.obolibrary.org/obo/WBbt_0003983>	"Ring interneuron"	
<http://purl.obolibrary.org/obo/WBbt_0007738>	"post-embryonic cell of pedigree Z4.aapap"	
<http://purl.obolibrary.org/obo/WBbt_0008039>		
<http://purl.obolibrary.org/obo/WBbt_0003752>		
<http://purl.obolibrary.org/obo/WBbt_0006128>	"Embryonic cell of pedigree Dpapa."	
<http://purl.obolibrary.org/obo/WBbt_0006534>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006401>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006299>	"Embryonic cell of pedigree ABarpapapp, precursor of hyp6 syncytium."	
<http://purl.obolibrary.org/obo/WBbt_0002559>	"nucleus of pedigree P9.ap"	
<http://purl.obolibrary.org/obo/WBbt_0002759>	"nucleus of pedigree SM1L.ap"	
<http://purl.obolibrary.org/obo/WBbt_0007310>	"Diagonal tail muscle cell of pedigree SM1R.ppa."	
<http://purl.obolibrary.org/obo/WBbt_0003110>	"nucleus of pedigree V5R.pppppaa"	
<http://purl.obolibrary.org/obo/WBbt_0004103>	"Posterior lateral microtubule cell, touch receptor"	
<http://purl.obolibrary.org/obo/WBbt_0002843>	"nucleus of pedigree B.alpapap"	
<http://purl.obolibrary.org/obo/WBbt_0004671>	"Embryonic cell of pedigree ABplappppa, precursor of embryonic large hypodermal syncytium."	
<http://purl.obolibrary.org/obo/WBbt_0004728>	"Postembryonic seam hypodermal cells, make alae of pedigree V6R.ppppp."	
<http://purl.obolibrary.org/obo/WBbt_0002261>	"nucleus of pedigree ABalpaapapp"	
<http://purl.obolibrary.org/obo/WBbt_0003117>	"nucleus of pedigree V6L.pa"	
<http://purl.obolibrary.org/obo/WBbt_0005183>		
<http://purl.obolibrary.org/obo/WBbt_0005833>	"one of the two AWC neurons, stochastically determined, in which the str-2 promoter is inactive"	
<http://purl.obolibrary.org/obo/WBbt_0002299>	"nucleus of pedigree ABaraappaaa"	
<http://purl.obolibrary.org/obo/WBbt_0008521>		
<http://purl.obolibrary.org/obo/WBbt_0005774>	"a feature of the male tail, caudal to the proctodeum, where the vas deferens and the intestine open out jointly near the tail tip to discharge their contents."	
<http://purl.obolibrary.org/obo/WBbt_0004928>	"Ring interneuron"	
<http://purl.obolibrary.org/obo/WBbt_0007829>	"post-embryonic cell of pedigree B.arpaa, only present in males."	
<http://purl.obolibrary.org/obo/WBbt_0006528>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002839>	"nucleus of pedigree B.alpapaa"	
<http://purl.obolibrary.org/obo/WBbt_0007215>	"post-embryonic cell of pedigree P10.pa"	
<http://purl.obolibrary.org/obo/WBbt_0001731>	"nucleus of pedigree B.alpap"	
<http://purl.obolibrary.org/obo/WBbt_0006981>	"a lineage-defined nucleus."	
<http://purl.obolibrary.org/obo/WBbt_0001120>	"nucleus of pedigree ABalpapapa"	
<http://purl.obolibrary.org/obo/WBbt_0002345>	"nucleus of pedigree MSapaap"	
<http://purl.obolibrary.org/obo/WBbt_0004110>	"Post-embryonic cell of pedigree TR.paa. phasmid sockets."	
<http://purl.obolibrary.org/obo/WBbt_0001106>	"nucleus of pedigree ABalpaap"	
<http://purl.obolibrary.org/obo/WBbt_0008452>	"Nucleus of pedigree W.aaa or P1.aaaa, to become either AVFL or AVFR nucleus."	
<http://purl.obolibrary.org/obo/WBbt_0002210>	"nucleus of pedigree M.vlpaaapa"	
<http://purl.obolibrary.org/obo/WBbt_0008522>		
<http://purl.obolibrary.org/obo/WBbt_0002768>	"nucleus of pedigree SM1L.ppp"	
<http://purl.obolibrary.org/obo/WBbt_0006529>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0004933>	"Cephalic neurons, contain dopamine"	
<http://purl.obolibrary.org/obo/WBbt_0001438>	"nucleus of pedigree ABplppapaaa"	
<http://purl.obolibrary.org/obo/WBbt_0007299>	"post-embryonic cell of pedigree SM1R.aa"	
<http://purl.obolibrary.org/obo/WBbt_0001448>	"nucleus of pedigree ABplpppaapa"	
<http://purl.obolibrary.org/obo/WBbt_0001229>	"nucleus of pedigree ABarapaapp"	
<http://purl.obolibrary.org/obo/WBbt_0006190>	"Embryonic cell of pedigree ABplaaaapp, hyp6 syncytium precursor."	
<http://purl.obolibrary.org/obo/WBbt_0007480>	"post-embryonic cell of pedigree V6L.p"	
<http://purl.obolibrary.org/obo/WBbt_0008568>	"Post-embryonic cell of pedigree Z4.aaaa in male."	
<http://purl.obolibrary.org/obo/WBbt_0006770>	"The first (count from anterior-most) of twelve postembryonic blast cells for ventral cord motorneurons, ventral hypodermis, vulva, male preanal ganglion; ventral hypodermis in L1."	
<http://purl.obolibrary.org/obo/WBbt_0001866>	"nucleus of pedigree Cpppp"	
